locationID,teeth_lost,arthritis,binge_drinking,cancer,copd,heart_disease,asthma,smoking,depression,diabetes,high_blood_pressure,high_cholesterol,physical_inactivity,obesity,short_sleep_duration,stroke
30005,23.7,27.4,21,6.8,7.9,7.2,12.3,21.8,24.8,11.3,32.9,26.3,26.1,41.4,32.3,4.4
30007,11.5,25.3,23.2,7.1,6.9,6.3,10.9,17.1,24.6,8.3,27.7,25.5,22.1,32,31.3,3.3
30009,12.5,25.4,25.2,7.3,5.9,5.4,10.7,14.3,23.7,7.6,27.9,24.1,20.5,29,33.1,2.9
30011,12.5,26.3,22.6,7.3,6.7,6,11.2,16.7,25,8.2,28.3,27.1,22.9,33.4,31.9,3.2
30013,14.9,27.6,22.7,7.2,6.5,5.9,11.9,16.4,25.7,8,28.2,27.1,23.2,35.6,36,3.2
30015,13.5,26.5,23.7,7.1,6.6,6.1,11.6,17.6,25.4,8.9,29.7,24.2,24,34.5,35.5,3.4
30017,9.4,25.7,24.7,7.2,6.2,5.5,11,15.9,24.3,8.1,26.5,24.7,23.9,35.8,33,3
30019,12.1,25.9,23.9,7.3,6.3,5.8,11.1,16.1,25.2,8,28.9,26.2,21.8,31.9,32.9,3.1
30021,11.9,24.7,23,7.1,6.1,5.4,11.2,17.3,23.7,7.6,27.7,27.3,22.4,35.7,34.5,2.9
30023,19.7,25.7,22.7,7.2,6.4,6,11,16.4,25.3,8.2,30.9,26.3,23,32.9,35.6,3.3
30025,10,25.2,23.9,7.4,6,5.5,11,16.1,24.3,7.7,27.5,25.5,20.4,33.5,33.9,2.9
30027,15.1,24.5,23.4,7.1,6.2,5.6,10.6,14.7,23.3,7.8,28,25.9,22.4,32.1,30.2,3
30029,12.1,24.4,23.6,7.5,5.9,5.3,10.6,17,24.3,7,25.9,25.1,21.4,30.2,32,2.9
30031,9.3,22.6,24.7,7.5,4.7,5.1,10.1,12.3,22.7,6.6,24.6,24.5,15.7,23.7,28.9,2.6
30033,12.6,25.6,23.2,7.4,6.9,5.7,11.7,17.5,26,7.9,27.1,25.6,23,32,32.5,3.1
30035,26.4,30.9,19.2,6.4,10.7,8.5,14.8,30.4,28.6,14.2,33.5,27.8,32.5,36.2,40.3,5.8
30037,12.4,27.7,22.1,7,8.2,6.5,12,20,27.1,9.1,28.5,25.7,25.3,34.1,34.1,3.6
30039,17.2,25.5,22.6,7.3,6.6,5.9,11.1,17.4,24.9,8.1,27.8,25.5,22.9,32.4,33.1,3.2
30041,15.2,28,23.9,7,7.3,6.6,12,20.1,25.4,9.5,30,25.1,25.1,34.9,36,3.7
30043,8.8,24.2,24.2,7.4,5.5,5.4,10.9,13.7,24.3,7.3,25.8,24.9,18.7,29.4,30.9,2.8
30045,12.2,25.3,22.8,7.3,6.2,6,11.1,15.8,24.4,7.9,27.6,25.1,22,33.4,31.9,3.1
30047,17.9,27.4,20.4,7,7,6.2,12.4,18.7,26.5,9.1,27,25.5,24,33.9,33.8,3.5
30049,9.9,23.9,23.4,7.3,4.9,4.9,10.6,11.3,23.9,6.5,24.7,24.6,15,30.1,28.1,2.5
30051,23.3,29.7,20.8,7.2,10.3,7.5,12.9,25.1,28.2,10.1,30.7,28.6,30.3,37.4,37.5,4.5
30053,15.7,28,22.2,7,7.9,6.2,11.6,21.2,24.9,8.6,28.5,25.9,25.3,30.9,36.7,3.5
30055,7.3,24,25.4,7.3,5.3,5.2,10.6,15.1,24.6,7.1,26.9,25.4,19.6,34.2,33.3,2.6
30057,7.8,23.1,24.4,7.3,5.5,5.2,10.8,14.7,23.6,7.1,26.1,24.7,19.4,26.5,30,2.7
30059,12.1,24.6,24,7.5,5.4,5.2,10.9,14.2,24.5,7.4,26.1,25.5,19.7,33.7,31.3,2.7
30061,12.2,25.9,23.3,7.3,6.5,5.6,11.3,17.5,25.3,8.1,29,26.3,21.7,35.1,34.4,3
30063,8.5,23.8,26.4,7.6,5.2,5.3,10.9,13.8,26.6,7.1,24.8,26.2,17.5,29.2,27.9,2.8
30065,20.8,26.8,22.2,7.3,6.5,6,11.3,17.8,25.1,8.2,30.3,26.3,23.7,33.3,34.8,3.1
30067,12.4,23.9,22.5,7.2,5.5,5.2,10.5,15,23.5,7.2,26.9,24.8,20.7,27.7,30.2,2.7
30069,15.5,25.6,23.7,7.3,6.1,5.7,10.7,16.3,24.2,7.8,27.9,26,21.4,32.8,32.9,3
30071,16.9,25.9,23.7,7.4,5.9,5.6,11.5,16,25.3,7.7,28.8,26.4,22,39.4,36,3
30073,19.1,27.2,23.2,7.2,6.8,6.1,11.8,18.2,25.6,8.8,28,24.9,23.4,34.4,34.3,3.4
30075,14.1,26.7,23.1,7.1,7.3,6,11.7,20.4,25.7,8.4,27.8,26.7,25,33.2,34.7,3.3
30077,16.2,25.6,26.1,6.9,7.2,6.4,10.6,19.4,23.3,8.6,30.1,26.5,24.7,32.7,35.4,3.4
30079,27.1,28.5,20.6,7.2,9.2,7.5,12.1,21.1,26.9,10.3,30.7,26.3,27.8,36.5,34,4.3
30081,12.8,24.7,22.4,7.3,5.3,5.1,10.9,12.9,25.1,7.1,24.7,24.8,17.6,32.7,32.5,2.6
30083,12.2,25.7,23.8,7.2,6,5.6,10.9,15.6,24,7.8,28.3,26.8,21.9,35.7,32.8,3
30085,22.2,31.2,20.3,6.7,9.7,8,14.4,28.5,27.2,13,34.8,25.9,30.3,40.6,42.5,5.2
30087,18.8,28.6,21.2,6.8,8.3,7,12.9,23.9,26.2,10.8,33.6,27,29,39.7,37,4.3
30089,21.2,26.5,23,7.3,6.6,6,11.6,17.1,25.3,8.6,30.1,26.1,22.3,35.3,34.5,3.3
30091,17.6,24.2,24.2,7.3,5.5,5.4,10.7,13.3,24.1,7.4,27.5,25.7,18.8,32.7,29.9,2.8
30093,10.5,27.3,24.4,7.2,6.1,5.8,10.7,15.3,26.6,8.1,28.7,25,21.9,29.8,32.8,3.1
30095,7.3,23.3,24.7,7.3,4.7,4.9,10.1,11.6,23.8,6.8,27,26.6,18.3,31.9,32.9,2.5
30097,11.1,24,24.7,7.4,5.4,5.3,10.4,13.4,23.9,7.3,27.7,25.5,18.7,32.1,31.5,2.8
30099,17.4,26.2,22.4,7.3,6.2,5.5,11.2,16.8,25.1,7.6,25.9,25.4,22.1,31.3,30.1,3
30101,18.6,25.7,23.5,7,7.1,6.4,10.9,20.3,24.5,8.8,29.5,28.1,25.5,35.1,32.1,3.5
30103,10,24.7,22.8,7.3,5.7,5.5,10.9,14.3,24.2,7.6,28.1,25.9,19.8,31,30.6,2.8
30105,12.1,26.9,23.9,7.2,6.2,5.8,11.3,15.8,25.1,8.3,27.5,26.1,22.7,36.1,33.4,3.1
30107,21.8,27.5,22.6,7,7.7,6.5,11.3,18.8,25.4,9,30,26.6,25.1,35.4,33.6,3.6
30109,12.9,26.6,22.6,7.2,6.7,6,11.3,18.4,25.7,8.3,27.5,26.1,24.4,34.5,34.3,3.2
30111,11.8,27.1,23.8,7.3,5.8,5.3,11.8,17.4,28,8.2,24.9,25.3,21.5,34.6,35.6,2.8
31001,9.7,24.3,20.7,7,5.9,5.9,9.5,15.1,20.2,9.6,31.8,29,24.6,40.7,30.4,2.9
31003,13.2,24.4,21.8,7.3,5.4,5.7,9.4,15.1,18.4,8.9,31,29.4,24.7,40.8,30.5,2.6
31005,11.6,24,21.2,7.2,6,6.1,9.6,13.9,18.9,9.3,30.5,28.8,23.8,39,30.5,2.9
31007,10.2,23,21.6,7.1,5.5,5.7,9.2,12.3,17.8,9,27.7,28.1,22.1,39,29.3,2.7
31009,10,24.7,21.3,7,6.8,6.2,10,16.6,19.5,9.8,28.7,27.9,26.3,39.4,33.6,3.1
31011,11.7,24.4,21.6,7.2,6,6.1,9.6,15.5,18.7,9,28.6,29.7,24.9,35.3,30.2,2.9
31013,14.7,24.2,20.9,7,5.7,6,9.6,15.4,18.7,9.8,31.4,28.4,24.9,40.5,31.6,2.8
31015,12.1,25.2,21,7.1,6.2,6.2,9.4,16.9,18.1,9.7,30.2,29.4,25.4,40.7,30.9,3
31017,13.4,24.8,21.7,7.2,6,6.1,9.5,14.8,19.1,9.4,31.5,27.7,25.3,40.6,33.1,2.9
31019,9.6,23.7,21.1,6.9,6.8,6.4,9.9,17.8,19.1,10.2,28.7,28.9,26.7,43.4,33.8,3.1
31021,14,24.4,21.6,7,6.3,6.3,9.4,16,18,9.7,31.7,28.7,24.7,40.6,34.1,3
31023,16.1,22.2,22.4,7.1,5.1,5.5,8.9,14.3,17.3,8.4,29.2,26.9,23.8,39.4,31.5,2.6
31025,12,21.8,22.4,7.2,5.3,5.6,9.1,12.9,18.2,8.3,31,30.9,22.2,38.1,29.6,2.6
31027,11.4,23.7,23.4,6.9,5.8,5.8,8.9,16,17.9,8.8,27.1,26.3,24.4,40.4,30.1,2.7
31029,14.6,23.6,20,7,6.3,6.2,9.8,16.5,18.7,10,31.2,28.9,26.8,38.5,31.9,3
31031,12.5,25.6,20.8,7.1,7.4,6.8,10.2,19.9,19.4,10.8,29.3,28.8,28.9,42,34.7,3.4
31033,11.6,24.4,21.2,6.9,6.1,6.2,9.4,15.8,18.3,9.7,32.1,29.4,26.7,41.2,35.4,3
31035,10.9,25,21.9,7,6.4,6.3,9.6,17.2,18.2,9.9,30.4,29.6,27.5,44.2,31.3,3
31037,19.3,22.9,19.3,6.1,6.7,7,9.3,16.1,16,12.2,30.6,29.5,31.5,38.8,33.7,3.5
31039,7.6,24,20.9,6.9,6.1,6.1,9.4,16,17.8,9.7,27.4,29.8,26.4,39.7,31,2.9
31041,10.4,23.3,20,7.2,6.2,6.3,9.4,16.4,18.8,9.6,29.8,29.7,26.1,38.7,33.3,3
31043,16.4,23,17,5.9,6.4,6.3,9.4,17.2,16.8,12.7,32,30,33.6,45.8,34.7,3.3
31045,10.6,25.2,21.3,7.1,6.1,6.1,10,15.6,18.3,9.7,27.9,28.7,24.3,39.5,34.8,3
31047,13.2,24.3,19.2,6.1,6.9,6.8,9.2,16.7,16.8,11.9,31.2,28.6,32,41.4,33.1,3.4
31049,10.8,23.7,21,7.1,5.7,6.1,9.3,14.1,18,9.7,30.7,28.3,23.9,38.5,31.9,2.8
31051,16.8,24,20,6.9,6.3,6.6,9.5,16.1,17.6,10.2,29.8,30.7,26.4,40.5,32.8,3.1
31053,11.3,23.1,20.9,7,6.2,6.1,9.3,16.4,18.3,9.6,30.6,31,26.9,38.7,31.6,2.9
31055,14.7,24.1,20,6.7,5.8,6.2,9,14.1,18,10,29,30.1,24.3,35.8,32.2,3
31057,12.7,25.5,21.4,7.2,6.1,5.9,9.9,16.5,19.2,9.5,30.4,30,25.8,41.2,34.1,2.8
31059,9.5,24.2,22.1,7.2,5.9,6,9.5,15.7,18.9,9.1,29.7,29.3,24.3,38.9,31.8,2.8
31061,16.3,25.5,21.1,7.2,6.7,6.5,9.9,17.9,19.2,9.9,30.6,28.1,27.9,42.3,33.8,3.1
31063,6.5,25.3,20.7,7.3,6.7,6.5,9.9,17.2,19.4,9.7,28.3,27.5,26,40.6,32.4,3.1
31065,13.7,25.2,20.3,7,6.9,6.6,9.7,18.2,18.5,10,29.1,28,25.9,41.4,31.9,3.2
31067,12.1,25.6,20.3,7,7.1,6.6,9.7,17.9,19.9,10.2,30.6,30.6,28.8,42.6,31.3,3.3
31069,8.5,26,20,6.9,7.7,7.1,10.1,19.3,19.6,10.7,30.7,29.2,29.9,42.3,33.9,3.5
31071,6.5,23.4,21.6,7.3,5.3,5.6,9.2,13.8,18.3,8.5,27.8,28.1,21.2,37.9,30.8,2.6
31073,11.6,23,21.1,7.2,5.5,5.9,9.4,14.7,18.4,9,30,28.5,24.1,38.7,32,2.7
31075,7.8,22.9,21.7,7.3,5.2,5.7,8.9,11.9,17.6,8.4,30.2,28.6,21.1,36.6,30.4,2.7
31077,11.8,23.8,21.5,7.2,5.7,5.8,9.5,16.2,18.6,9,29.6,28.6,25.2,38.1,33.8,2.7
31079,13.1,23.4,19.8,6.7,6.1,6.4,9.4,15.6,17.3,11,31.2,29.5,31.2,38,34.8,3
31081,7,24.5,20.7,7.1,5.5,5.8,9.4,13.7,18.5,9,28.9,29.6,22.2,41.7,34.7,2.7
31083,7.9,23.7,21.6,7.2,5.6,5.7,9.5,15.3,18.9,8.8,27.6,28.9,22.9,36.6,32.5,2.6
31085,15.3,24.8,20.8,6.9,7.1,7,9.6,17.6,18.7,10.6,29.8,29,27.7,40.5,32.6,3.3
31087,10.4,25.6,21.4,7.1,6.8,6.6,9.7,18.3,18.8,10,29.1,30.5,28.1,43.4,32.8,3.2
31089,11.9,24.2,21.4,7,6.4,6.3,9.3,16.1,17.8,9.9,29.3,27.9,25.6,39.2,33.8,3
31091,12.9,24.3,20.8,7.3,5.9,6,10,16.8,19.4,9.2,27.9,28.2,24.8,39.9,33.3,2.8
31093,12,23.9,22,7.1,5.6,5.8,9.3,14.6,18.3,8.8,30,27.6,22.9,38.1,30.7,2.7
31095,11.4,25.1,20.7,7,6.7,6.5,9.6,16.6,18.3,9.9,30.1,29.2,27,39.9,32.3,3.1
31097,13.4,22.7,22.6,6.7,5.4,5.9,8.4,14.9,15.1,9.8,31.1,30.2,24.2,40.3,32.7,2.8
31099,6.3,23.9,21.6,7,6.3,6.2,9.6,16.1,18.4,9.4,29.1,28.5,24.9,38.3,31,3
31101,9.5,24.1,21.3,6.9,6,6.1,9.3,15.9,17.8,9.5,29.7,27.8,26,37,29.8,2.9
31103,14.3,24.7,20.8,7.3,6,6.3,9.5,15,18.6,9.7,31.4,29.2,24.1,39.8,30.9,3
31105,15.9,25.7,21.1,6.8,7.4,6.9,9.9,19.5,19,11,31.5,28.9,30.1,43.8,34.3,3.4
31107,18.9,25.7,21.3,6.9,6.9,6.5,9.9,17.4,18.8,10.1,31.9,28.6,27.3,43.8,33.1,3.3
31109,14.2,23.4,19.9,7.1,5.4,5.7,9.1,13.7,18.3,9.2,29.9,29.7,21.1,33.1,30.3,2.7
31111,9.4,26.1,20.5,6.6,7.9,7.3,10,18.7,19.6,11.3,29.2,28.5,27.1,39.4,37.2,3.6
31113,4.7,22.5,21.9,7.3,4.3,4.9,9,13.9,17.5,7.8,28,28,21.7,37.9,31.8,2.2
31115,13.7,24.2,21.3,7.2,5.7,6.1,9.5,15,18.7,9.4,30.4,29.5,23.5,38.7,32.1,2.9
31117,11.6,25,20.8,7.1,6.9,6.3,10.2,19.1,19.9,10,29.6,28.4,27.6,40.8,33.4,3.1
31119,15.6,23.7,21.8,6.9,6.1,6,9.7,15.1,18.1,10.2,31.1,31.7,26.6,40.3,33,2.9
31121,14.4,24,21.8,7.1,6.2,6.1,9.6,14.8,18.6,9.5,29.5,27,23.7,40.1,31.6,2.9
31123,14,23.3,21.2,6.8,6,6.2,9.2,14.3,17.9,9.7,29.2,29.1,25.8,38.9,32.9,2.9
31125,11.6,25.3,21,7.2,6.3,6.1,9.6,17,19.3,9.9,29,29.9,26.6,40.5,32.7,3
31127,17.7,25.5,20.2,7,6.4,6.3,9.6,16.1,19.6,9.5,27.9,27.5,27.4,40.9,32.8,3.1
31129,10.5,23.5,21.6,7.1,5.6,5.9,9.1,14.8,17.7,8.8,30.3,28.7,24.9,38.2,30,2.7
31131,10.2,23.9,21.4,7.1,6,6,9.5,15.4,18.6,9.4,30.1,29.9,24.4,37.2,30,2.9
31133,18.1,25.3,20.1,7,7.3,6.6,10.1,17.1,19.5,9.9,31.9,29,28,39.2,33.2,3.3
31135,12.6,25,21,7.2,6.5,6.3,9.7,17.5,18.5,9.6,30.5,27.8,26.2,39.3,33.1,3
31137,14.5,24.1,21.7,7.2,5.3,5.6,9.3,15,17.9,8.7,29.5,31,23.7,43.2,33,2.6
31139,10.3,24.2,22,7.3,5.5,5.7,9.4,15,18.7,8.6,29.5,27.6,24.6,41.4,29.7,2.6
31141,9.3,23.2,21.9,6.8,5.7,5.8,9.2,16,16.9,9.6,28.2,29.2,27.7,36.4,29.4,2.7
31143,12,24.3,21.9,7,6.4,6.1,9.5,18.1,18.8,9.4,28.8,26.9,26.4,40.2,31.5,2.9
31145,17,24.6,21.7,7.3,5.4,5.6,9.5,14.9,18,9,29.6,27.9,22.2,39.5,32.1,2.6
31147,9.5,24.8,19.7,7,7.5,6.8,10.2,19.3,18.8,10.5,31,28.3,29.7,44.2,31.3,3.4
31149,11.9,24.4,21.7,7.2,5.9,5.9,9.5,16.9,18.9,9,29.3,29,25.7,41,33.9,2.8
31151,13,23.7,19.1,6.6,6.6,6.7,9.4,15.5,17.7,11.4,31.1,29,29.1,40.8,36.3,3.2
31153,7.8,23.5,20.6,6.8,4.9,5.3,8.6,12.9,16.7,10,28.1,30,23.9,38.4,33.7,2.5
31155,9.4,23.5,24.3,7.2,5.3,5.5,9.3,13.6,18.3,8.6,29.5,26.4,21.4,36.2,29.4,2.5
31157,11.8,23.9,20.5,6.6,5.9,6,9.6,15.2,19.5,10.8,28.6,26.5,24.4,42,33.9,2.9
31159,14,23.1,22.7,7.3,4.7,5.2,8.9,12.5,17.7,8,28,27.4,22,41.7,28.8,2.3
31161,15.8,24.4,20.6,6.9,5.9,6.1,9.5,16.8,18.1,9.8,31.9,29.6,26.2,36.3,32.9,2.9
31163,10.1,24.9,21.3,7,7.2,6.7,9.6,18.8,19,10,30.5,27.7,29.4,40,33.4,3.2
31165,11.3,26.1,19.5,7,7.7,7.4,10,19.6,19,11.2,31.2,29.2,30.5,40.9,33.3,3.6
31167,12.8,23.4,21.4,6.9,6,5.9,9.2,15.6,18.2,9.5,29.3,28.2,24.7,37.9,30.1,2.8
31169,17.5,25,21,7.2,6.7,6.6,9.6,16.7,18.8,10.3,30.8,29.1,26,40.2,30.9,3.2
31171,14.9,23.1,22.5,7.3,5.7,5.8,9.3,14.1,17.9,8.9,28.5,29.2,22.1,36.9,30.9,2.7
31173,14.7,27.5,18.9,6.7,8.3,7.9,11.8,24.1,18.9,14.4,33,26.2,31.6,48.8,36.4,4.5
31175,9.3,24.2,22.1,7.1,5.8,6.1,9.3,14.4,18.1,9.1,30.6,27.4,23.4,40.2,31.1,2.9
31177,8.9,22.2,21.8,7.2,5,5.5,8.9,11.5,17.3,8.1,28.7,30.1,19.5,37.8,27.6,2.5
31179,12.1,23.9,20.6,7.3,5.7,6.1,9.4,14.4,17.9,9.6,29.7,26.8,23.7,37.3,34.2,2.9
31181,17.1,24.8,21.1,7.2,6.5,6.2,9.7,17.8,18.6,10.1,30.5,27.8,27.6,39.5,33.7,3
31183,10.5,24.3,21.3,7.2,6.1,6.2,9.5,16.7,18.8,9.4,29.9,28.1,25.6,38.6,32.2,2.9
31185,8.5,23,21.2,7.2,4.9,5.5,9.3,11,17.5,8.5,28.7,28.1,20.7,38.9,30.6,2.6
32001,15.8,24.7,19.6,7.1,7.2,6.2,11.2,18.4,23.4,9.6,29.7,30.7,24.2,33.6,36.2,3.2
32003,11.3,23.3,18.3,6.1,6.3,5.9,10.5,15.7,20,10.3,31.4,32,27,32.8,41.4,3.2
32005,11.7,23,22.3,7.6,5.1,5.2,10.6,12.3,22.9,7.6,26.6,26.8,18.8,30.5,33.9,2.5
32007,18.4,23.9,21.6,7.1,6.4,6,10.7,17.4,21.9,9.6,29.5,31.3,24.5,35.5,37.8,3
32009,18.7,25.9,19.4,7,8.2,7.3,11.6,19.6,23,11.2,32.8,30.9,27.3,35.5,38,3.8
32011,18,25.3,20.8,7.1,7.3,6.8,10.9,17.9,23.4,10.1,32.2,30.8,25,33.9,37.1,3.4
32013,23.2,24.4,20.4,6.9,8.1,7,11.2,19.3,22.3,10.8,29.8,30.5,29,33.8,38.8,3.6
32015,20.4,25.2,20.9,7,7.1,6.5,11.1,17.6,23.3,10.2,31.4,30.6,25.2,33.8,38.2,3.3
32017,9.9,24.6,22,7.1,7.5,6.3,11.2,19.4,23.1,9.1,29.1,30.2,24.9,32.1,38.6,3.1
32019,17.3,25.4,20.1,7.1,7.2,6.7,11.4,17.7,22.7,9.8,29.9,29.7,24.5,35.9,37.8,3.2
32021,20.7,26.3,18.8,6.9,8.7,7.5,12,20.7,23.4,11.7,33.6,30.8,28,35,41.1,4.2
32023,17.5,27.1,20.1,7.1,7.9,6.8,11.5,20.6,23.7,10.7,30.3,29.8,27.7,32,38.6,3.5
32027,16.4,24.2,21.4,7,6.6,6.4,10.1,18.8,20.9,10,30.5,29.8,24.8,34.8,39.7,3.1
32029,8.7,23.9,21.3,7.3,6,5.6,11,15.9,22.8,8.1,28.8,30.4,21.5,31.3,35.9,2.7
32031,11.6,23,21.4,7,6.2,6,11,15.4,21.5,9.6,28.7,31,21,29.8,38.7,3
32033,17.5,25,21,6.9,7.6,6.7,10.9,19.5,21.7,10.1,30.7,30.4,27.3,33.4,38.3,3.3
32510,10.3,24.4,20.3,7.1,7,6.3,11.1,17.2,22.4,9.9,29.5,29.8,24.4,32.6,36.2,3.2
33001,8.1,25.8,19.1,7.5,6.6,5.8,11.7,15.1,26.4,8.1,25.3,27,20.9,30.3,35.5,2.8
33003,7.9,24.2,19.7,7.7,6.3,5.5,11.4,14.6,24.9,7,26.5,28.4,18.9,28.5,35.4,2.6
33005,10.7,25.1,18.2,7.6,6.5,5.9,11.4,15,27,8.1,27.2,24.8,19.7,31.2,34.6,2.8
33007,14.3,26.1,19.5,7.6,7,6.1,11.9,17.5,26.7,9.1,28.6,29.4,22,35.9,33.6,3
33009,7.6,24.1,18.1,7.8,5.8,5.5,11.6,12.8,26.3,7.6,25.8,25.9,17,28.8,32.7,2.7
33011,9.7,23.1,18.4,7.1,4.8,4.9,11.4,10.3,23.5,7.7,26,27.5,17.6,29.8,34.4,2.3
33013,10,23.2,19.3,7.5,5.5,5.3,11.5,12.1,26.1,7.9,26.2,28.5,19,30.7,33,2.6
33015,8.4,23.8,21.6,7.8,5.1,4.9,11.3,12.7,25.3,7.5,24.4,28.2,17.7,31.7,34.6,2.3
33017,10,25.9,17.9,7.6,6.2,5.6,11.6,15,26.7,9.1,28.6,30.4,21.1,32.9,32,2.7
33019,11.9,24.7,18.5,7.6,6.8,5.9,12,15.5,26.1,8.6,25.9,26.4,21.4,32.3,34.5,2.9
34001,12.7,22.3,17.4,6.5,5.5,5.7,10,13.4,18,10,31.3,32.1,25.4,33.2,39.1,3
34003,7.9,19.1,16.7,6.4,3.9,4.7,8.2,9.4,16.9,8.4,23.9,30.2,20.9,25.8,39.6,2.3
34005,9,21.5,17.5,6.8,4.4,4.8,9.9,11.2,18.2,8.4,29.7,32,19,32.6,34.7,2.5
34007,10,22.7,17.9,6.5,5.1,5.5,10,13.3,18.1,10.1,32,31.8,24.7,32.8,40.8,3
34009,9.2,23.1,18.7,7.3,5.9,5.7,10,14.3,19.9,8.5,28.6,30.8,21.5,31.7,34.6,2.8
34011,14.2,23.8,16.8,6.3,6.8,6.4,10.6,16.9,17.4,11.3,32.9,32.2,28,36.8,43.4,3.6
34013,16.2,19.1,15.8,5.7,4.5,5.1,10,12.4,15,10.2,30.3,31.3,25.7,29.1,40.4,3.1
34015,11.9,23.3,17.7,7,5.5,5.6,10.1,12.4,20,8.7,27.9,31.6,20.7,36.3,40.4,2.9
34017,7.7,20,18,5.2,4.2,5.2,8.9,10.7,15.2,10.1,27,33.5,25.4,30.7,38.9,2.8
34019,5.4,21.1,21.4,7.2,4.8,5.4,9.3,9.9,18.8,7.5,24.9,30.4,18.6,26.5,33,2.5
34021,11.4,21.4,16.3,6.2,4.5,5.1,9.4,10.4,17.2,8.9,28.8,31.4,22.4,30.7,37,2.7
34023,6.6,19.1,14,5.8,4,5,8.1,9.7,14.4,9.9,27.5,32.6,21.4,26.9,39.4,2.5
34025,6.5,20,22.4,7.2,4.5,5,9.6,12.1,17.4,7.9,26.4,32.1,18.3,29.3,34.7,2.5
34027,7.6,19.3,18.9,6.8,3.9,4.7,8.5,8.9,16.7,7.3,25.7,29.6,16.7,25.9,34.3,2.2
34029,9.6,23,17.9,7.2,5.8,5.8,9.7,14.5,19.3,8.5,28,29.8,23.5,33.2,38.3,2.9
34031,14.6,20.4,16.8,5.8,5.4,5.8,9.7,14.9,18.2,10.7,28.8,31.4,30.9,31.7,38.5,3.1
34033,9.3,22.4,18.5,7.1,5.4,5.6,10.2,13.1,19.8,8.8,30.6,30.8,21.7,36.3,42,2.9
34035,8.4,17.6,16.5,6.4,3.4,4.5,8.3,9.2,14.1,7.8,25,31.3,17.9,26.9,38.3,2.2
34037,7.5,20.8,20.8,7.3,5,5.2,9.7,11.5,19.2,7.6,27.4,30.4,19,29.3,36.4,2.5
34039,11.9,19.4,16.3,5.9,4.6,5,9,11.5,15.2,9.3,26.4,30.7,24.2,28,39.7,2.8
34041,8.6,19.8,19.2,7.2,4.6,5.1,9.5,11.5,17,7.7,28.2,31.8,20.5,29.1,37.5,2.5
35001,11.1,22.6,17.7,6.4,5.1,5.6,10.5,13.9,21.6,9.3,29,30,19.8,28.1,30.8,2.9
35003,20.3,27.2,16.3,6.8,8.4,7.3,12,21.9,25.5,11.2,33.4,29.2,25.7,33,36.3,4
35005,13.9,25.1,15.4,6,6.8,6.7,10.9,17.6,22.5,12,33.1,32.5,29,42,36.4,3.6
35006,20.8,26,15.7,6.1,8.1,7.7,12.6,23.2,23.8,13.8,34,27,27,38.3,40.8,4.7
35007,10.4,23.5,16.5,6.2,6,6.3,10.6,15.9,22.1,11,31,28,24.9,35.6,34.8,3.3
35009,21.8,26,17.4,6.3,6.3,6.4,10.9,15.8,21.3,10.7,31.2,28.8,25.2,34.9,38.3,3.4
35011,16.8,24.3,17.3,6.3,6.6,6.4,11.1,17.5,23.2,11,30.7,28.7,24.9,33.1,34.1,3.4
35013,14.7,21.8,16.6,5.9,5.6,6.2,10.7,14.9,22,12.1,31.4,29.5,24.3,36,32.9,3.3
35015,11.3,23.5,17.8,6.1,6.2,6.3,10.9,17.3,24.6,11.6,30.3,30.1,28.8,39.1,39.7,3.3
35017,14.4,24.1,16.1,6.2,6.4,6.3,10.7,17.9,22.1,11.2,28.3,28.4,27.1,35,33.9,3.3
35019,16,23,16.1,5,5.9,6.8,9.9,17.5,19.8,14,31.5,29.7,30.1,35.6,36.9,3.6
35021,18.3,24.3,16.6,6.3,7,6.5,11.4,17.8,23.4,11.3,31.3,29.7,25.9,35,34.8,3.5
35023,15,23.6,16.1,5.9,6.3,6.6,10.7,17.7,21.8,12.5,29.9,28.5,29.2,34.9,37.7,3.5
35025,17.8,23.9,15.9,5.8,6.9,6.6,11.1,18.1,21.3,12.7,31.7,29.3,30.1,35.5,32.7,3.7
35027,13.1,23.8,17.1,6.7,6.4,6.2,10.9,16.3,22.7,9.8,29,27.5,22.4,30.5,33.3,3.2
35028,4.4,20.2,18.5,7.3,3.1,4.2,9.3,7.8,19,6.4,25.2,27.7,11.9,22.4,27.9,1.9
35029,22.5,25.6,15.3,5.6,8.1,7.7,11.4,20.8,22.5,14.8,34.4,31.2,34.5,38.7,38.3,4.4
35031,25.3,26.1,14.6,6.1,11,9,15.2,31.1,25,16.6,34,26,31.6,37.4,40,6.3
35033,13.9,22.9,15.7,5.3,5.1,6.5,10.4,14.3,21.3,13.2,30.4,29.6,28.1,37,36.4,3.4
35035,18.1,24.8,16.9,6.5,6.7,6.4,11.6,18.9,23.1,11.2,31.4,28.6,26.4,38.8,35.4,3.5
35037,18.3,25,16,6.3,7.5,6.9,11.4,19.6,23.3,11.9,31.8,29.1,28.9,36,36,3.8
35039,16.4,23.9,15.9,5.4,6.3,6.7,11.3,17.8,21.2,13.2,29.6,27.7,27.7,38.8,36,3.8
35041,13.6,25.2,16.5,6.3,7,6.5,11,17.5,23.4,11.4,30.3,29.7,26.6,34.3,35.7,3.5
35043,13.5,22.8,18.1,6.4,5.6,5.8,11.5,16.3,23.6,10,26.8,27.8,22.7,31.1,37.6,3.1
